308,Deux avocates médiatiques s’affronteront au procès Weinstein,Stéphanie Le Bars,05 janvier 2020 à 04h08,"Le procès pénal du producteur s’ouvre ce lundi à New York. Du côté de la défense, Donna Rotunno, contemptrice du mouvement #metoo. Face à elle, Gloria Allred, figure de la lutte contre les agresseurs sexuels.",https://www.lemonde.fr/m-le-mag/article/2020/01/05/deux-avocates-mediatiques-s-affronteront-au-proces-weinstein_6024822_4500055.html
309,Il faut parler de pédophilie (mais sans clichés),?,05 janvier 2020 à 01h19,"Parce qu’on ne protégera pas les enfants avec des épouvantails et des idées reçues, la chroniqueuse de « La Matinale » Maïa Mazaurette a décidé de faire cette semaine une mise au point.",https://www.lemonde.fr/m-le-mag/article/2020/01/05/il-faut-parler-de-pedophilie-mais-sans-cliches_6024821_4500055.html
310,"A gauche, Mélenchon, Faure, Bayou, Roussel et Martinez unis dans une tribune pour demander le retrait de la réforme des retraites",?,05 janvier 2020 à 01h10,"Dans ce texte publié par le « Journal du dimanche », soixante-cinq personnalités de gauche souhaitent l’ouverture de nouvelles négociations.",https://www.lemonde.fr/politique/article/2020/01/05/tribune-des-dirigeants-de-gauche-pour-demander-le-retrait-de-la-reforme-des-retraites_6024820_823448.html
311,"« Aujourd’hui, bien dormir, c’est être en haut de la pyramide sociale »",Vincent Cocquebert,05 janvier 2020 à 00h59,"Longtemps envisagé dans notre société de la performance comme une activité improductive, le sommeil est devenu le nouveau totem du développement personnel.",https://www.lemonde.fr/m-perso/article/2020/01/05/aujourd-hui-bien-dormir-c-est-etre-en-haut-de-la-pyramide-sociale_6024819_4497916.html
312,Cinq séjours détox pour se remettre des fêtes,François Bostnavaron,05 janvier 2020 à 00h37,"Après les orgies du réveillon, on file en Bretagne, à l’Alpe-d’Huez ou dans les Alpilles pour une cure santé. Manger sain, marcher, méditer... Tout un programme.",https://www.lemonde.fr/m-voyage/article/2020/01/05/cinq-sejours-detox-pour-se-remettre-des-fetes_6024818_4497613.html
313,Libye : au moins vingt-huit morts dans un raid contre une école militaire,Le Monde avec AFP,05 janvier 2020 à 00h20,"Au moment de la frappe, les cadets effectuaient leur dernier rassemblement de la journée dans la cour principale avant de regagner leurs dortoirs. Elle n’a pas été revendiquée.",https://www.lemonde.fr/international/article/2020/01/05/libye-au-moins-28-morts-dans-un-raid-contre-une-ecole-militaire_6024817_3210.html
314,Espagne : Pedro Sanchez plaide pour un dialogue avec la Catalogne,Isabelle Piquer,05 janvier 2020 à 00h01,"Le socialiste espagnol a défendu samedi devant les députés sa candidature pour être investi président d’un gouvernement d’union de la gauche inédit, avec l’aval d’indépendantistes catalans.",https://www.lemonde.fr/international/article/2020/01/05/espagne-pedro-sanchez-defend-le-dialogue-avec-la-catalogne_6024816_3210.html
315,La fumée des incendies australiens atteint le Chili et l’Argentine,Le Monde avec AFP,06 janvier 2020 à 23h16,Le phénomène n’aura pas de conséquences importantes si ce n’est « un coucher du soleil et un soleil un peu plus rougeâtres ».,https://www.lemonde.fr/international/article/2020/01/06/la-fumee-des-incendies-australiens-a-atteint-le-chili-et-l-argentine_6024984_3210.html
316,"Iran-Etats-Unis : à Bruxelles, OTAN et Union européenne prônent à leur tour la « retenue »",Jean-Pierre Stroobants,06 janvier 2020 à 22h59,Les représentants américains au sein de l’Alliance atlantique ont tenté de rassurer leurs alliés face à l’escalade des tensions entre les deux pays.,https://www.lemonde.fr/international/article/2020/01/06/iran-etats-unis-a-bruxelles-otan-et-union-europeenne-pronent-a-leur-tour-la-retenue_6024983_3210.html
317,La grève pousse plusieurs universités à reporter les partiels,Le Monde avec AFP,06 janvier 2020 à 22h16,"Face aux difficultés de circulation, les universités s’organisent en reportant les examens, en tolérant les retards ou, même, en mettant un gymnase à disposition des étudiants qui voudraient y dormir.",https://www.lemonde.fr/campus/article/2020/01/06/la-greve-pousse-plusieurs-universites-a-reporter-leurs-partiels_6024982_4401467.html
318,"Volley : battue par la Bulgarie, la France reste en course pour les JO",Le Monde avec AFP,06 janvier 2020 à 21h30,Les volleyeurs français n’ont plus le droit à l’erreur après leur défaite 3-2 face à la Bulgarie pour leur deuxième match du tournoi de qualification olympique à Berlin.,https://www.lemonde.fr/sport/article/2020/01/06/volley-battue-par-la-bulgarie-la-france-reste-en-course-pour-les-jo_6024981_3242.html
319,De nouveaux documents éclairent l’activité « business » de Cambridge Analytica,Damien Leloup,06 janvier 2020 à 21h18,"Des dossiers internes de l’entreprise, spécialisée dans l’influence politique, ont été publiés sur Internet. Ils montrent la manière dont elle démarchait aussi de grands groupes.",https://www.lemonde.fr/pixels/article/2020/01/06/de-nouveaux-documents-eclairent-l-activite-business-de-cambridge-analytica_6024980_4408996.html
320,Harvey Weinstein mis en examen dans deux nouveaux cas d’agression sexuelle,Le Monde avec AFP,06 janvier 2020 à 20h58,Le producteur de cinéma est accusé d’avoir violé une femme le 18 février 2013 dans sa chambre d’hôtel et d’en avoir agressé sexuellement une autre le lendemain.,https://www.lemonde.fr/international/article/2020/01/06/harvey-weinstein-mis-en-examen-dans-deux-nouveaux-cas-d-agression-sexuelle_6024979_3210.html
321,"Israël approuve la construction de plus de 1 900 logements en Cisjordanie, d’après une ONG",Le Monde avec AFP,06 janvier 2020 à 20h31,"L’ONG israélienne assure que 1 150 projets ont été approuvés pour la phase de dépôt et 786 pour la phase finale de validation, dont 258 logements à Haresha, une colonie établie sur des « terres privées » palestiniennes qui font l’objet d’un contentieux.",https://www.lemonde.fr/international/article/2020/01/06/israel-approuve-la-construction-de-plus-de-1-900-logements-en-cisjordanie-d-apres-une-ong_6024977_3210.html
322,"Sur les réseaux sociaux américains, une ambiance de « troisième guerre mondiale »",Corentin Lamy,06 janvier 2020 à 19h43,"Prétexte à une infinité de blagues et de détournements, les tensions entre les Etats-Unis et l’Iran révèlent chez la jeunesse américaine une réelle inquiétude.",https://www.lemonde.fr/international/article/2020/01/06/sur-les-reseaux-sociaux-americains-une-ambiance-de-troisieme-guerre-mondiale_6024976_3210.html
323,"En Libye, les forces du maréchal Haftar annoncent avoir pris le contrôle de Syrte",Le Monde avec AFP,06 janvier 2020 à 19h16,"L’opposant au gouvernement d’accord national basé à Tripoli, reconnu par la communauté internationale, continue ses offensives militaires.",https://www.lemonde.fr/afrique/article/2020/01/06/en-libye-les-forces-du-marechal-haftar-annoncent-avoir-pris-le-controle-de-syrte_6024975_3212.html
324,"En Ethiopie, le Noël orthodoxe assombri par la flambée des prix",Nathalie Tissot,06 janvier 2020 à 19h00,"L’inflation record, notamment dans l’immobilier et l’alimentaire, fragilise les plus démunis, qui attendent toujours les retombées de la croissance économique.",https://www.lemonde.fr/afrique/article/2020/01/06/en-ethiopie-le-noel-orthodoxe-assombri-par-la-flambee-des-prix_6024974_3212.html
325,Les plaintes de familles d’enfants de djihadistes classées sans suite,Le Monde avec AFP,06 janvier 2020 à 18h46,"Six plaintes, notamment pour « omission de porter secours » et « abus d’autorité », avaient été déposées par des familles d’enfants et de femmes de djihadistes contre le ministre des affaires étrangères et la ministre de la justice.",https://www.lemonde.fr/societe/article/2020/01/06/les-plaintes-de-familles-d-enfants-de-djihadistes-classees-sans-suite_6024972_3224.html
326,Dopage : le recours d’Ophélie Claude-Boxberger contre sa suspension provisoire rejeté par le Conseil d’Etat,Le Monde avec AFP,06 janvier 2020 à 18h17,"Contrôlée positive à l’EPO, l’athlète est suspendue provisoirement de ses activités sportives depuis le 4 novembre par l’Agence française de lutte contre le dopage.",https://www.lemonde.fr/sport/article/2020/01/06/dopage-le-conseil-d-etat-rejette-le-recours-d-ophelie-claude-boxberger-contre-sa-suspension-provisoire_6024970_3242.html
327,?,?,?,?,https://www.lemonde.fr/campus/live/2020/01/06/etudiants-et-jeunes-diplomes-parisiens-comment-vous-logez-vous_6024969_4401467.html
328,Retraites : la majorité exhorte l’exécutif à trouver une issue à la crise,Alexandre Lemarié,06 janvier 2020 à 18h12,"Plusieurs députés LRM estiment qu’il y a « urgence » à trouver un compromis avec les syndicats, et que le premier ministre n’écoute pas assez les propositions de la CFDT.",https://www.lemonde.fr/politique/article/2020/01/06/reforme-des-retraites-la-majorite-lrm-exhorte-l-executif-a-trouver-une-issue-a-la-crise_6024968_823448.html
329,"A Paris, un centre d’urgences dévolu aux céphalées",Sandrine Cabut,06 janvier 2020 à 18h00,L’hôpital Lariboisière accueille environ 10 000 personnes par an pour soulager les migraines qui ne cèdent pas au traitement habituel et déterminer l’origine de maux de tête récents et inhabituels.,https://www.lemonde.fr/sciences/article/2020/01/06/a-paris-un-centre-d-urgences-devolu-aux-cephalees_6024967_1650684.html
330,"« La migraine, chez les écrivains, entre douleur et vaudeville »",Propos recueillis par Sandrine Cabut,06 janvier 2020 à 18h00,"Les premières descriptions de céphalées remontent à l’Antiquité et sont particulièrement riches dans la littérature du XIXe siècle, de Balzac à George Sand, époque qui connaît aussi de nombreuses expériences de traitement médical, explique l’historienne de la médecine Esther Lardreau.",https://www.lemonde.fr/sciences/article/2020/01/06/la-migraine-chez-les-ecrivains-entre-douleur-et-vaudeville_6024966_1650684.html
331,Migraine : de nouveaux médicaments préventifs redonnent de l’espoir aux malades,Sandrine Cabut,06 janvier 2020 à 18h00,"Pour la première fois, des traitements spécifiques à base d’anticorps monoclonaux anti-CGRP arrivent sur le marché, et visent à prévenir les crises de cette maladie chronique. Des biothérapies efficaces en particulier chez les patients en impasse thérapeutique. Mais leur remboursement n’est pas acquis.",https://www.lemonde.fr/sciences/article/2020/01/06/migraine-de-nouveaux-medicaments-redonnent-de-l-espoir_6024965_1650684.html
332,Grève dans les transports : le trafic reste perturbé mardi 7 janvier à la SNCF et à la RATP,Le Monde avec AFP,06 janvier 2020 à 17h55,Les deux compagnies de transport annoncent un manque à gagner respectif de 600 millions et de 100 millions d’euros depuis le début du mouvement de contestation contre la réforme des retraites.,https://www.lemonde.fr/politique/article/2020/01/06/le-trafic-reste-perturbe-a-la-sncf-et-a-la-ratp_6024964_823448.html
333,"Pour les usagers du métro à Paris, le service est bien inférieur à « un train sur deux » ou « sur trois »",Pierre Breteau,06 janvier 2020 à 17h42,"DERRIÈRE LE CHIFFRE. Plus d’un mois après le début de la grève, toutes les lignes de métro refonctionnent, mais parfois très partiellement, selon les calculs d’une association d’usagers.",https://www.lemonde.fr/les-decodeurs/article/2020/01/06/pour-les-usagers-du-metro-le-service-est-bien-inferieur-a-un-train-sur-deux-ou-sur-trois_6024963_4355770.html
334,"Côte d’Ivoire : mort de « Wattao », ex-rebelle et fidèle de Guillaume Soro",Cyril Bensimon,06 janvier 2020 à 17h39,"L’ancien « Com’zone », qui contribua à installer Alassane Ouattara au pouvoir, est mort le 5 janvier à New York, où il avait été évacué pour raisons médicales.",https://www.lemonde.fr/afrique/article/2020/01/06/cote-d-ivoire-mort-de-wattao-ex-rebelle-et-fidele-de-guillaume-soro_6024962_3212.html
335,Des livres d’art : faites votre choix,?,06 janvier 2020 à 17h26,portfolio  Voici une sélection de catalogues et de livres d’art qui ont marqué l’année 2019.,https://www.lemonde.fr/culture/portfolio/2020/01/06/des-livres-d-art-faites-votre-choix_6024960_3246.html
336,World War III,?,?,?,https://www.lemonde.fr/blog/vidberg/2020/01/06/world-war-iii/
337,« L’agressivité américaine est un bienfait inespéré mais pas forcément durable » pour l’Iran,Allan Kaval,06 janvier 2020 à 16h45,"Trois jours après l’assassinat par les Etats-Unis du général iranien Ghassem Soleimani, Allan Kaval, journaliste au « Monde », a répondu aux questions des internautes du Monde.fr sur la crise entre Téhéran et Washington.",https://www.lemonde.fr/international/article/2020/01/06/l-agressivite-americaine-est-un-bienfait-inespere-mais-pas-forcement-durable-pour-teheran_6024958_3210.html
338,Vœux 20 vains,?,?,?,https://www.lemonde.fr/blog/xaviergorce/2020/01/06/voeux-20-vains/
339,Plan B : comment donner une seconde vie aux piles,Pierre Trouvé,06 janvier 2020 à 16h15,"vidéo   Près de 1,5 milliard de piles ont été mises en vente en France, en 2017. Pour réduire leur impact environnemental, il y a le recyclage, mais aussi une technique méconnue appelée « régénération ».",https://www.lemonde.fr/videos/video/2020/01/06/plan-b-comment-donner-une-seconde-vie-aux-piles_6024955_1669088.html
340,Enseignants : ces élèves qui ont marqué leur carrière,Séverin Graveleau,06 janvier 2020 à 16h12,"Nous avons tous en tête un enseignant qui a marqué notre scolarité. L’académie de Montpellier inverse la perspective, en proposant à des enseignants de raconter les élèves qui les ont fait évoluer professionnellement et personnellement.",https://www.lemonde.fr/societe/article/2020/01/06/enseignants-ces-eleves-qui-ont-marque-leur-carriere_6024954_3224.html
341,Gare du Nord : deux rapports d’experts pointent de « graves insuffisances » dans le projet de rénovation,Grégoire Allix,06 janvier 2020 à 16h06,"Deux études présentées lundi contestent point par point les hypothèses et les solutions retenues par la SNCF et Ceetrus, poussant la Mairie de Paris à émettre un avis défavorable.",https://www.lemonde.fr/economie/article/2020/01/06/gare-du-nord-deux-rapports-d-experts-pointent-de-graves-insuffisances-dans-le-projet-de-renovation_6024952_3234.html
342,"Au Liberia, des centaines de personnes manifestent contre la politique économique de George Weah",Le Monde avec AP,06 janvier 2020 à 16h06,Plusieurs centaines de personnes sont descendues dans la rue pour demander des comptes au président.,https://www.lemonde.fr/afrique/article/2020/01/06/liberia-manifestation-contre-la-politique-economique-de-george-weah_6024951_3212.html
343,"Georges Dubœuf, le « pape du beaujolais », est mort",Ophélie Neiman,06 janvier 2020 à 16h04,"NécrologieCélèbre négociant à la tête d’une entreprise produisant 30 millions de bouteilles par an exportées dans 80 pays, il a été le promoteur actif du beaujolais nouveau dans les années 1980 et 1990. Il est mort le 4 janvier, à l’âge de 86 ans.",https://www.lemonde.fr/disparitions/article/2020/01/06/georges-dub-uf-le-pape-du-beaujolais-est-mort_6024950_3382.html
344,La romancière Virginie Despentes quitte l’académie Goncourt,?,06 janvier 2020 à 15h39,"La romancière et réalisatrice, qui avait rejoint le jury en 2016, explique dans une lettre aux académiciens manquer de temps pour écrire.",https://www.lemonde.fr/culture/article/2020/01/06/la-romanciere-virginie-despentes-quitte-l-academie-goncourt_6024948_3246.html
345,« La retraite par répartition est l’expression de la solidarité intergénérationnelle sans laquelle aucune société ne peut survivre »,?,06 janvier 2020 à 15h32,"Dans une tribune au « Monde », l’économiste Pierre Khalfa, répondant au professeur d’économie du droit Philippe Simonnot, défend le système par répartition qui fait que la retraite n’est pas seulement la « retraite pour les morts ».",https://www.lemonde.fr/idees/article/2020/01/06/la-retraite-par-repartition-est-l-expression-de-la-solidarite-intergenerationnelle-sans-laquelle-aucune-societe-ne-peut-survivre_6024947_3232.html
346,"Non, Emmanuel Macron n’a pas dit aux Français de se « débrouiller » pour payer leurs retraites",Adrien Sénécat,06 janvier 2020 à 15h21,Une vidéo populaire sur Facebook déforme des propos du chef de l’Etat pour faire croire qu’il voudrait créer un système de retraites par capitalisation.,https://www.lemonde.fr/les-decodeurs/article/2020/01/06/non-emmanuel-macron-n-a-pas-dit-aux-francais-de-se-debrouiller-pour-payer-leurs-retraites_6024946_4355770.html
347,Incendies en Australie : cette image poignante d’une fillette et d’un koala est un photomontage,Les Décodeurs,06 janvier 2020 à 15h08,Une illustration réalisée par une artiste a été prise sur les réseaux sociaux pour une vraie photographie des incendies en Australie.,https://www.lemonde.fr/les-decodeurs/article/2020/01/06/incendies-en-australie-cette-image-poignante-d-une-fillette-et-d-un-koala-est-un-photomontage_6024945_4355770.html
348,Suicide d’une directrice d’école en Seine-Saint-Denis : l’administration reconnaît sa responsabilité,Le Monde avec AFP,06 janvier 2020 à 15h00,"La mort de Christine Renon, en septembre, avait soulevé une vague d’émotion et mis en lumière le difficile travail des directeurs d’école.",https://www.lemonde.fr/societe/article/2020/01/06/suicide-d-une-directrice-d-ecole-en-seine-saint-denis-l-administration-reconnait-sa-responsabilite_6024944_3224.html
349,Cette image des feux en Australie n’est pas une photo prise par un satellite,Assma Maad,06 janvier 2020 à 14h21,"Il s’agit d’une visualisation 3D reconstituée par un photographe australien, et non d’une vue en temps réel des incendies qui ravagent le pays.",https://www.lemonde.fr/les-decodeurs/article/2020/01/06/cette-image-des-feux-en-australie-n-est-pas-une-photo-prise-par-un-satellite_6024943_4355770.html
350,"En Iran, une foule immense appelle à venger Ghassem Soleimani, tué par les Etats-Unis",Le Monde avec AFP,06 janvier 2020 à 14h14,"Trois jours après l’assassinat du général, l’un des hommes forts du régime iranien, les menaces de ripostes se multiplient entre Téhéran et Washington, tandis que les Européens tentent d’apaiser les tensions.",https://www.lemonde.fr/international/article/2020/01/06/maree-humaine-dans-les-rues-de-teheran-pour-un-dernier-hommage-au-general-soleimani_6024942_3210.html
351,?,?,?,?,https://www.lemonde.fr/international/live/2020/01/06/posez-vos-questions-sur-la-crise-entre-l-iran-et-les-etats-unis_6024940_3210.html
352,Ouganda : la police arrête l’opposant Bobi Wine lors d’une réunion publique,Le Monde avec AFP,06 janvier 2020 à 13h27,"Devenu le porte-parole d’une jeunesse urbaine qui ne se reconnaît pas dans le régime vieillissant de Museveni, le chanteur avait annoncé sa candidature à la présidentielle de 2021.",https://www.lemonde.fr/afrique/article/2020/01/06/ouganda-la-police-arrete-l-opposant-bobi-wine-lors-d-une-reunion-publique_6024939_3212.html
353,Inde : la police en accusation après l’assaut d’une université progressiste à Delhi,Guillaume Delacroix,06 janvier 2020 à 12h58,"Une centaine de jeunes encagoulés ont attaqué le campus Jawaharlal Nehru, dimanche, dans un contexte de tensions politiques exacerbé.",https://www.lemonde.fr/international/article/2020/01/06/inde-une-universite-progressiste-de-delhi-prise-d-assaut_6024938_3210.html
354,"« En 2020, le destin des Bleus sera plus que jamais lié à celui de Didier Deschamps »",?,06 janvier 2020 à 12h53,"Entre assurances et incertitudes, l’équipe de France et son sélectionneur joueront un peu plus que leur année à l’Euro 2020, selon notre chroniqueur Jérôme Latta.",https://www.lemonde.fr/sport/article/2020/01/06/en-2020-le-destin-des-bleus-sera-plus-que-jamais-lie-a-celui-de-didier-deschamps_6024937_3242.html
355,Littérature : Anne-Sophie Stefanini ranime la mémoire des luttes au Cameroun,Maryline Baumard,06 janvier 2020 à 12h27,"Dans « Cette inconnue », la romancière française sonde l’âme du pays et révèle un peu du vrai visage du régime de Paul Biya.",https://www.lemonde.fr/afrique/article/2020/01/06/livre-anne-sophie-stefanini-ranime-la-memoire-des-luttes-au-cameroun_6024935_3212.html
356,"Spa haut perché, resto d’escargots, opéra… Les 7 idées de la semaine","Roxana Azimi, Laure Gasparotto, Claire Dhouailly, Clément Ghys, Sophie Abriat et Alexane Pelissou",06 janvier 2020 à 12h15,"Une expo, un vin de fête ou un restaurant ? Suivez les recommandations de « M Le magazine du Monde », qui goûte à tous les domaines afin de vous proposer une activité par jour.",https://www.lemonde.fr/m-le-mag/article/2020/01/06/spa-haut-perche-resto-d-escargots-opera-les-7-idees-de-la-semaine_6024934_4500055.html
357,Iran-Etats-Unis : l’heure des faucons,?,06 janvier 2020 à 11h56,"Après la mort du général iranien Ghassem Soleimani, la surenchère qui se joue entre Téhéran et Washington, et, au-delà, de Bagdad à Beyrouth, a déjà produit un effet particulièrement néfaste : celui de renforcer les durs dans l’ensemble des camps.",https://www.lemonde.fr/idees/article/2020/01/06/iran-etats-unis-l-heure-des-faucons_6024932_3232.html
358,Paris cherche un point d’équilibre entre Washington et Téhéran,Piotr Smolar,06 janvier 2020 à 11h43,"L’Allemagne, la France et le Royaume-Uni ont appelé dimanche soir à la « désescalade » dans une déclaration conjointe, quelques jours après l’assassinat de Ghassem Soleimani par les Etats-Unis.",https://www.lemonde.fr/international/article/2020/01/06/paris-cherche-un-point-d-equilibre-entre-washington-et-teheran_6024931_3210.html
359,"En Espagne, une investiture sous haute tension pour Pedro Sanchez",Isabelle Piquer,06 janvier 2020 à 11h39,Le PSOE et Podemos mobilisent leurs députés pour s’assurer que le chef du gouvernement sera bien reconduit au pouvoir.,https://www.lemonde.fr/international/article/2020/01/06/en-espagne-une-investiture-sous-haute-tension-pour-pedro-sanchez_6024930_3210.html
360,"Au Niger, un marathon pour « résister aux djihadistes »",Le Monde avec AFP,06 janvier 2020 à 11h35,"L’événement, qui comptait aussi un semi-marathon, un 10 kilomètres et des courses juniors et handicapés, a rassemblé environ 800 participants.",https://www.lemonde.fr/afrique/article/2020/01/06/au-niger-un-marathon-pour-resister-aux-djihadistes_6024929_3212.html
361,"Le dossier « Charlie », symbole d’une justice antiterroriste sous pression",Elise Vincent,06 janvier 2020 à 11h33,"Cinq ans après les attentats contre « Charlie Hebdo », juges et enquêteurs sont soumis à un rythme soutenu d’enquêtes et de procès.",https://www.lemonde.fr/societe/article/2020/01/06/le-dossier-charlie-symbole-d-une-justice-antiterroriste-sous-pression_6024928_3224.html
362,Grève des avocats contre la réforme des retraites : la justice s’attend à une semaine noire,Jean-Baptiste Jacquin,06 janvier 2020 à 11h27,"Les barreaux s’opposent à l’intégration de leur régime de retraite, aujourd’hui largement excédentaire, dans le régime universel.",https://www.lemonde.fr/societe/article/2020/01/06/greve-des-avocats-contre-la-reforme-des-retraites-la-justice-s-attend-a-une-semaine-noire_6024927_3224.html
363,Réforme des retraites : la difficile voie du compromis entre l’exécutif et les partenaires sociaux,"Cédric Pietralunga, Bertrand Bissuel et Raphaëlle Besse Desmoulières",06 janvier 2020 à 11h22,"Alors que les discussions comme les manifestations reprennent cette semaine, l’exécutif cherche un accord avec les syndicats dits « réformistes », la CFDT en tête.",https://www.lemonde.fr/politique/article/2020/01/06/retraites-la-difficile-voie-du-compromis_6024926_823448.html
364,"En Irak, le camp chiite uni pour réclamer le départ de l’armée américaine",Hélène Sallon,06 janvier 2020 à 11h13,Le Parlement a voté un texte non contraignant contre la présence des troupes étrangères.,https://www.lemonde.fr/international/article/2020/01/06/en-irak-le-camp-chiite-uni-pour-reclamer-le-depart-de-l-armee-americaine_6024925_3210.html
365,Le pouvoir de la sieste,Vincent Cocquebert,06 janvier 2020 à 11h12,"Pourvu qu’elle soit courte, elle est préconisée pour rebooster l’énergie du travailleur.",https://www.lemonde.fr/m-perso/article/2020/01/06/le-pouvoir-de-la-sieste_6024924_4497916.html
366,"En Allemagne, le Vitra fête trente ans de design",Anne-Lise Carlo,06 janvier 2020 à 11h09,"Chute du mur de Berlin, premiers fournisseurs d’accès à Internet… l’exposition « After the Wall : Design Since 1989 » montre comment ces bouleversements ont influé le rapport aux objets et leur création.",https://www.lemonde.fr/m-styles/article/2020/01/06/en-allemagne-le-vitra-fete-trente-ans-de-design_6024923_4497319.html
367,Design : punk forever !,Anne-Lise Carlo,06 janvier 2020 à 11h08,"Si le mouvement contestataire des années 1970-1980 a marqué la musique, il a aussi créé un langage visuel singulier. Posters, pochettes de disque, fanzines, badges… une esthétique mise à l’honneur au Musée du design de Bruxelles.",https://www.lemonde.fr/m-styles/article/2020/01/06/design-punk-forever_6024922_4497319.html
368,Réforme des retraites : le calendrier d’une semaine de mobilisation et de négociations,Le Monde avec AFP,06 janvier 2020 à 11h03,"Deux journées de mobilisation sont prévues cette semaine, tandis que le gouvernement reprend les négociations avec les partenaires sociaux.",https://www.lemonde.fr/politique/article/2020/01/06/reforme-des-retraites-le-calendrier-d-une-semaine-de-mobilisation-et-de-negociations_6024921_823448.html
369,"Plus 6 % à Paris, plus 10 % à Nantes ou Lyon : l’immobilier a flambé en 2019",Isabelle Rey-Lefebvre,06 janvier 2020 à 11h01,"La hausse des prix a été poussée par des taux d’intérêt au plus bas, mais la situation devrait se tasser en 2020.",https://www.lemonde.fr/economie/article/2020/01/06/l-immobilier-a-flambe-en-2019_6024920_3234.html
370,"Gabriel Matzneff, questions sur un prix Renaudot",Raphaëlle Bacqué et Ariane Chemin,06 janvier 2020 à 10h54,"L’écrivain a été distingué, en 2013, par le prestigieux prix dans la catégorie essai. Certificat d’honorabilité pour un homme qui défend la pédocriminalité, mais aussi déclic pour Vanessa Springora, l’une de ses victimes, qui se met à écrire.",https://www.lemonde.fr/societe/article/2020/01/06/gabriel-matzneff-questions-sur-un-prix-renaudot_6024917_3224.html
371,Sélection galerie : Bilal Hamdad à la H-Gallery,Philippe Dagen,06 janvier 2020 à 10h52,"L’artiste capture des images actuelles dont il fait le motif de ses toiles, la plupart de grand format.",https://www.lemonde.fr/culture/article/2020/01/06/selection-galerie-bilal-hamdad-a-la-h-gallery_6024916_3246.html
372,Fêtes,?,?,?,https://www.lemonde.fr/blog/uneanneeaulycee/2020/01/05/fetes/
373,"Mobilisation contre la réforme des retraites : dans les transports, les blocages pourraient reprendre",Bertrand Bissuel et Raphaëlle Besse Desmoulières,06 janvier 2020 à 10h34,"Si la circulation était en « nette amélioration » lundi à la SNCF, elle restait en revanche « très perturbée » à la RATP.",https://www.lemonde.fr/politique/article/2020/01/06/mobilisation-contre-la-reforme-des-retraites-dans-les-transports-les-blocages-pourraient-reprendre_6024914_823448.html
374,Donald Trump multiplie les menaces et les provocations,Gilles Paris,06 janvier 2020 à 10h32,Le président américain promet des frappes contre des sites iraniens en cas de représailles de Téhéran après l’assassinat du général Soleimani.,https://www.lemonde.fr/international/article/2020/01/06/donald-trump-accumule-les-revers_6024913_3210.html
375,Attaque de Villejuif : le profil du tueur se précise,Yann Bouchez,06 janvier 2020 à 10h28,"Le Parquet national antiterroriste s’est saisi de l’enquête, qui montre une préparation organisée. Le jeune homme qui a tué une personne avec un couteau, vendredi, avait de lourds antécédents psychiatriques.",https://www.lemonde.fr/societe/article/2020/01/06/attaque-de-villejuif-le-profil-du-tueur-se-precise_6024912_3224.html
376,"Au Venezuela, Nicolas Maduro divise le camp de Juan Guaido",Marie Delcas,06 janvier 2020 à 10h25,Un rival de l’opposant est soupçonné d’avoir été soudoyé pour prendre sa relève à la tête du Parlement.,https://www.lemonde.fr/international/article/2020/01/06/au-venezuela-maduro-divise-le-camp-guaido_6024911_3210.html
377,Retraites : le gouvernement ouvert à l’idée d’une « conférence de financement » avancée par la CFDT,Le Monde avec AFP,06 janvier 2020 à 10h22,"Laurent Berger, le secrétaire général de la CFDT, a plaidé dimanche soir pour l’organisation d’une « conférence de financement », dissociée de la réforme du système.",https://www.lemonde.fr/politique/article/2020/01/06/retraites-le-gouvernement-se-dit-ouvert-aux-propositions-de-la-cfdt_6024910_823448.html
378,"Jeanne Balibar : « Je voulais faire un film qui représente les gens, comme la mission des élus de représenter leurs électeurs »",Valentin Pérez,06 janvier 2020 à 10h08,"Pour son premier long-métrage, la comédienne a tourné à Montfermeil. Avec son équipe, elle s’est immergée dans la ville de Seine-Saint-Denis, travaillant au plus près des habitants.",https://www.lemonde.fr/m-le-mag/article/2020/01/06/jeanne-balibar-je-voulais-faire-un-film-qui-represente-les-gens-comme-la-mission-des-elus-de-representer-leurs-electeurs_6024909_4500055.html
379,"Elections municipales : à Paris, Anne Hidalgo promet des transports gratuits pour les moins de 18 ans",Denis Cosnard,06 janvier 2020 à 09h54,La mesure répond à une demande répétée des alliés communistes de la maire socialiste.,https://www.lemonde.fr/politique/article/2020/01/06/municipales-a-paris-anne-hidalgo-promet-des-transports-gratuits-pour-les-moins-de-18-ans_6024908_823448.html
380,Côte d’Ivoire : le marché de Bouaké ravagé par un incendie,Le Monde avec AFP,06 janvier 2020 à 09h48,"Il n’y a pas eu de mort, mais d’importants dégâts matériels sont à déplorer, plongeant la ville dans un « désarroi total », selon le maire.",https://www.lemonde.fr/afrique/article/2020/01/06/cote-d-ivoire-le-marche-de-bouake-ravage-par-un-incendie_6024907_3212.html
381,"Aux Golden Globes, déception pour Netflix, sacre pour Tarantino",Véronique Cauhapé,06 janvier 2020 à 09h38,"« Once Upon a Time… in Hollywood » a reçu trois récompenses dimanche soir, dont celles de la meilleure comédie et du meilleur scénario.",https://www.lemonde.fr/culture/article/2020/01/06/aux-golden-globes-deception-pour-netflix-sacre-pour-tarantino_6024906_3246.html
